biosample	nucleotide accession	run	biosample	nucleotide accession	strain	cvm_number	collection_year	country	state/province	isolation_source	genus	spcecies	subspecies	serovar	primary_sample_source_category	secondary_sample_source_category	sample_source_associated_taxa	source	MIC_AMP	MIC_AMC	MIC_FOX	MIC_CRO	MIC_TIO	MIC_GEN	MIC_FIS	MIC_SXT	MIC_AZM	MIC_CHL	MIC_CIP	MIC_NAL	MIC_TET	number_of_measurments	R_AMP	R_AMC	R_FOX	R_CRO	R_TIO	R_GEN	R_FIS	R_SXT	R_AZM	R_CHL	R_CIP	R_NAL	R_TET	cgmlst_matching_alleles	cgmlst_subspecies	o_antigen	serogroup	h1	h2	serovar	serovar_antigen	serovar_cgmlst	serovar_comparison_result	sample	ARR-6|JF922883	QnrA1|AY070235	QnrB19|HM146784	QnrB1|EF682133	QnrB20|AB379831	QnrB4|DQ303921	QnrB5|DQ303919	QnrB6|EF523819	QnrS1|AB187515	QnrS2|JF261185	aac(3)-IIa|X51534	aac(3)-IId|EU022314	aac(3)-IVa|X01385	aac(3)-Id|AB114632	aac(3)-VIa|M88012	aac(6)-IIc|AF162771	aac(6)-Ib|M21682	aac(6)Ib-cr|DQ303918	aac(6)Ib-cr|EF636461	aacA4|KM278199	aadA12|AY665771	aadA13|AY713504	aadA16|EU675686	aadA1|JQ414041	aadA1|JQ480156	aadA1|JX185132	aadA2|JQ364967	aadA5|AF137361	aadA7|AF224733	ant(2)-Ia|M86913	ant(3)-Ia|X02340	aph(3)-IIa|X57709	aph(3)-Ia|V00359	aph(3)-Ib|AF321551	aph(4)-Ia|V01499	aph(6)-Ic|X01702	aph(6)-Id|M28829	armA|AY220558	blaCARB-2|M69058	blaCMY-17|AY513266	blaCMY-2|X91840	blaCMY-42|HM146927	blaCMY-4|AF420597	blaCMY-6|AJ011293	blaCTX-M-14b|DQ359215	blaCTX-M-14|AF252622	blaCTX-M-15|DQ302097	blaCTX-M-1|DQ915955	blaCTX-M-27|EU916273	blaCTX-M-55|GQ456159	blaCTX-M-65|GQ456158	blaCTX-M-8|AF189721	blaDHA-1|Y16410	blaFOX-5|AY007369	blaKPC-2|AY034847	blaKPC-3|HM769262	blaKPC-4|FJ473382	blaNDM-1|FN396876	blaNDM-5|JN104597	blaNDM-6|JN967644	blaNDM-7|JX262694	blaOXA-181|HM992946	blaOXA-1|J02967	blaOXA-2|DQ310703	blaOXA-9|JF703130	blaSHV-105|FJ194944	blaSHV-12|AF462395	blaSHV-2|GU064394	blaTEM-199|JX050178	blaTEM-1A|HM749966	blaTEM-1B|JF910132	blaTEM-1C|FJ560503	blaTEM-1D|AF188200	blaTEM-206|KC783461	blaTEM-33|GU371926	blaTEM-52B|AF027199	catA1|V00622	catB3|AJ009818	cmlA1|M64556	dfrA12|AB571791	dfrA14|DQ388123	dfrA15|HM449019	dfrA17|FJ460238	dfrA18|AJ310778	dfrA1|JQ690541	dfrA1|X00926	dfrA25|DQ267940	dfrA29|AM237806	dfrA5|X12868	dfrA7|JF806498	dfrA8|U10186	dfrB3|X72585	erm(B)|AF242872	erm(B)|JN899585	floR|AF118107	fosA7|LAPJ01000014	mph(A)|D16251	mph(A)|U36578	mph(B)|D85892	mph(E)|EU294228	msr(E)|EU294228	oqxA|EU370913	oqxB|EU370913	rmtB|AB103506	rmtC|AB194779	strA|M96392	sul1|AY963803	sul1|CP002151	sul2|FN995456	sul2|GQ421466	sul2|HQ840942	sul3|AJ459418	tet(A)|AJ517790	tet(A)|AY196695	tet(B)|AF326777	tet(B)|AP000342	tet(C)|AY046276	tet(C)|NC_003213	tet(D)|AF467077	tet(G)|AF133140	tet(M)|U58985	tet(O)|M18896	total_resfinder_genes	resfinder_comments	phenotypic_amikacin	phenotypic_amoxicillin-clavulanic acid	phenotypic_ampicillin	phenotypic_ampicillin-sulbactam	phenotypic_azithromycin	phenotypic_aztreonam	phenotypic_cefalexin	phenotypic_cefazolin	phenotypic_cefepime	phenotypic_cefotaxime	phenotypic_cefotaxime-clavulanic acid	phenotypic_cefotetan	phenotypic_cefoxitin	phenotypic_ceftazidime	phenotypic_ceftazidime-clavulanic acid	phenotypic_ceftiofur	phenotypic_ceftriaxone	phenotypic_chloramphenicol	phenotypic_ciprofloxacin	phenotypic_colistin	phenotypic_doripenem	phenotypic_ertapenem	phenotypic_fosfomycin	phenotypic_gentamicin	phenotypic_imipenem	phenotypic_kanamycin	phenotypic_levofloxacin	phenotypic_meropenem	phenotypic_minocycline	phenotypic_nalidixic acid	phenotypic_nitrofurantoin	phenotypic_piperacillin	phenotypic_piperacillin-tazobactam	phenotypic_polymyxin B	phenotypic_streptomycin	phenotypic_sulbactam	phenotypic_sulfisoxazole	phenotypic_tetracycline	phenotypic_tigecycline	phenotypic_tobramycin	phenotypic_trimethoprim-sulfamethoxazole	phenotypic_amikacin	phenotypic_amoxicillin-clavulanic acid	phenotypic_ampicillin	phenotypic_ampicillin-sulbactam	phenotypic_azithromycin	phenotypic_aztreonam	phenotypic_cefalexin	phenotypic_cefazolin	phenotypic_cefepime	phenotypic_cefotaxime	phenotypic_cefotaxime-clavulanic acid	phenotypic_cefotetan	phenotypic_cefoxitin	phenotypic_ceftazidime	phenotypic_ceftazidime-clavulanic acid	phenotypic_ceftiofur	phenotypic_ceftriaxone	phenotypic_chloramphenicol	phenotypic_ciprofloxacin	phenotypic_colistin	phenotypic_doripenem	phenotypic_ertapenem	phenotypic_fosfomycin	phenotypic_gentamicin	phenotypic_imipenem	phenotypic_kanamycin	phenotypic_levofloxacin	phenotypic_meropenem	phenotypic_minocycline	phenotypic_nalidixic acid	phenotypic_nitrofurantoin	phenotypic_piperacillin	phenotypic_piperacillin-tazobactam	phenotypic_polymyxin B	phenotypic_streptomycin	phenotypic_sulbactam	phenotypic_sulfisoxazole	phenotypic_tetracycline	phenotypic_tigecycline	phenotypic_tobramycin	phenotypic_trimethoprim-sulfamethoxazole
SAMN03988350	SRR2407670	SRR2407670	SAMN03988350	SRR2407670	CVM N53838	N53838	2014	United States	Maryland	Pork Chop	Salmonella	enterica	I	Cerro	Prepared food product	Porcine	Sus scrofa	pork chop	<=1	<=1	2	<=0.25	1	0.5	128	<=0.125	4	8	0.03	2	<=4	13	0	0	0	0	0	0	0	0	0	0.5	0	0	0	328	enterica	6,14,18	K	z4,z23	-	Cerro	Cerro	Cerro	Match	SRR2407670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	-	-	-	-	0	-	-	-	-	0	-	0	0	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 2 mg/L	-	-	== 1 mg/L	<= 0.25 mg/L	== 8 mg/L	== 0.03 mg/L	-	-	-	-	== 0.5 mg/L	-	-	-	-	-	== 2 mg/L	-	-	-	-	== 8 mg/L	-	== 128 mg/L	<= 4 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN03988415	SRR2407735	SRR2407735	SAMN03988415	SRR2407735	CVM N54719	N54719	2014	United States	Missouri	Chicken Wings	Salmonella	enterica	I	Infantis	Prepared food product	Poultry	Gallus gallus	chicken wings	<=1	<=1	4	<=0.25	1	1	<=16	<=0.125	4	8	0.03	2	<=4	13	0	0	0	0	0	0	0	0	0	0.5	0	0	0	328	enterica	6,7,14	C1	r	1,5	Infantis	Infantis|Senegal	Infantis	Match	SRR2407735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	-	-	-	-	0	-	-	-	-	0	-	0	0	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 4 mg/L	-	-	== 1 mg/L	<= 0.25 mg/L	== 8 mg/L	== 0.03 mg/L	-	-	-	-	== 1 mg/L	-	-	-	-	-	== 2 mg/L	-	-	-	-	== 16 mg/L	-	<= 16 mg/L	<= 4 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN03988405	SRR2407725	SRR2407725	SAMN03988405	SRR2407725	CVM N54709	N54709	2014	United States	Maryland	Ground Turkey	Salmonella	enterica	I	Brandenburg	Prepared food product	Poultry	Meleagris gallopavo	ground turkey	<=1	<=1	2	<=0.25	1	0.5	32	<=0.125	8	8	0.03	2	<=4	13	0	0	0	0	0	0	0	0	0	0.5	0	0	0	329	enterica	4,[5],12	B	l,v	e,n,z15	Brandenburg	Brandenburg	Brandenburg	Match	SRR2407725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	-	-	-	-	0	-	-	-	-	0	-	0	0	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 8 mg/L	-	-	-	-	-	-	-	== 2 mg/L	-	-	== 1 mg/L	<= 0.25 mg/L	== 8 mg/L	== 0.03 mg/L	-	-	-	-	== 0.5 mg/L	-	-	-	-	-	== 2 mg/L	-	-	-	-	== 16 mg/L	-	== 32 mg/L	<= 4 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN03988358	SRR2407678	SRR2407678	SAMN03988358	SRR2407678	CVM N53846	N53846	2014	United States	Minnesota	Chicken Breast	Salmonella	enterica	I	Infantis	Prepared food product	Poultry	Gallus gallus	chicken breast	<=1	<=1	4	<=0.25	1	0.5	32	<=0.125	8	8	0.03	2	<=4	13	0	0	0	0	0	0	0	0	0	0.5	0	0	0	328	enterica	6,7,14	C1	r	1,5	Infantis	Infantis|Senegal	Infantis	Match	SRR2407678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	-	-	-	-	0	-	-	-	-	0	-	0	0	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 8 mg/L	-	-	-	-	-	-	-	== 4 mg/L	-	-	== 1 mg/L	<= 0.25 mg/L	== 8 mg/L	== 0.03 mg/L	-	-	-	-	== 0.5 mg/L	-	-	-	-	-	== 2 mg/L	-	-	-	-	== 8 mg/L	-	== 32 mg/L	<= 4 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN03988390	SRR2407710	SRR2407710	SAMN03988390	SRR2407710	CVM N54284	N54284	2014	United States	Pennsylvania	Ground Turkey	Salmonella	enterica	I	Saintpaul	Prepared food product	Poultry	Meleagris gallopavo	ground turkey	2	<=1	8	<=0.25	1	0.5	32	<=0.125	8	8	0.03	2	<=4	13	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	328	enterica	1,4,[5],12	B	e,h	1,2	Saintpaul	Saintpaul	Saintpaul	Match	SRR2407710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	-	-	-	-	0	-	-	-	-	0	-	0	0	-	-	0	-	<= 1/0.5 mg/L	== 2 mg/L	-	== 8 mg/L	-	-	-	-	-	-	-	== 8 mg/L	-	-	== 1 mg/L	<= 0.25 mg/L	== 8 mg/L	== 0.03 mg/L	-	-	-	-	== 0.5 mg/L	-	-	-	-	-	== 2 mg/L	-	-	-	-	== 8 mg/L	-	== 32 mg/L	<= 4 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN03988380	SRR2407700	SRR2407700	SAMN03988380	SRR2407700	CVM N54274	N54274	2014	United States	Washington	Pork Chop	Salmonella	enterica	I	Derby	Prepared food product	Porcine	Sus scrofa	pork chop	<=1	<=1	4	<=0.25	1	0.5	64	<=0.125	8	8	0.03	2	<=4	13	0	0	0	0	0	0	0	0	0	0.5	0	0	0	329	enterica	1,4,[5],12	B	f,g	-	Derby	Agona|Budapest|Derby	Derby	Match	SRR2407700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	-	-	-	-	0	-	-	-	-	0	-	0	0	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 8 mg/L	-	-	-	-	-	-	-	== 4 mg/L	-	-	== 1 mg/L	<= 0.25 mg/L	== 8 mg/L	== 0.03 mg/L	-	-	-	-	== 0.5 mg/L	-	-	-	-	-	== 2 mg/L	-	-	-	-	== 16 mg/L	-	== 64 mg/L	<= 4 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN03988258	SRR2407578	SRR2407578	SAMN03988258	SRR2407578	CVM N52057	N52057	2014	United States	Pennsylvania	Ground Turkey	Salmonella	enterica	I	Saintpaul	Prepared food product	Poultry	Meleagris gallopavo	ground turkey	<=1	<=1	8	<=0.25	1	<=0.25	64	<=0.125	8	8	0.03	2	<=4	13	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	328	enterica	1,4,[5],12	B	e,h	1,2	Saintpaul	Saintpaul	Saintpaul	Match	SRR2407578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	-	-	-	-	0	-	-	-	-	0	-	0	0	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 8 mg/L	-	-	-	-	-	-	-	== 8 mg/L	-	-	== 1 mg/L	<= 0.25 mg/L	== 8 mg/L	== 0.03 mg/L	-	-	-	-	<= 0.25 mg/L	-	-	-	-	-	== 2 mg/L	-	-	-	-	== 8 mg/L	-	== 64 mg/L	<= 4 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN03988437	SRR2407757	SRR2407757	SAMN03988437	SRR2407757	CVM N54741	N54741	2014	United States	New Mexico	Chicken Breast	Salmonella	enterica	I	Kentucky	Prepared food product	Poultry	Gallus gallus	chicken breast	2	<=1	4	<=0.25	1	0.5	<=16	<=0.125	8	8	0.03	2	<=4	13	0	0	0	0	0	0	0	0	0	0.5	0	0	0	329	enterica	8,20	C2-C3	i	z6	Kentucky	Kentucky	Kentucky	Match	SRR2407757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	-	-	-	-	0	-	-	-	-	0	-	0	0	-	-	0	-	<= 1/0.5 mg/L	== 2 mg/L	-	== 8 mg/L	-	-	-	-	-	-	-	== 4 mg/L	-	-	== 1 mg/L	<= 0.25 mg/L	== 8 mg/L	== 0.03 mg/L	-	-	-	-	== 0.5 mg/L	-	-	-	-	-	== 2 mg/L	-	-	-	-	== 16 mg/L	-	<= 16 mg/L	<= 4 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN03988359	SRR2407679	SRR2407679	SAMN03988359	SRR2407679	CVM N54253	N54253	2014	United States	Georgia	Chicken Breast	Salmonella	enterica	I	Kentucky	Prepared food product	Poultry	Gallus gallus	chicken breast	<=1	<=1	2	<=0.25	1	0.5	32	<=0.125	4	4	<=0.015	2	<=4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	329	enterica	8,20	C2-C3	i	z6	Kentucky	Kentucky	Kentucky	Match	SRR2407679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	-	-	-	-	0	-	-	-	-	0	-	0	0	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 2 mg/L	-	-	== 1 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	== 0.5 mg/L	-	-	-	-	-	== 2 mg/L	-	-	-	-	== 16 mg/L	-	== 32 mg/L	<= 4 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN03894384	LIOE00000000	SRR2567186	SAMN03894384	LIOE00000000	CVM N51293	N51293	2013	United States	New Mexico	Ground Beef	Salmonella	enterica	I	Mbandaka	Prepared food product	Bovine	Bos taurus	ground beef	<=1	<=1	4	<=0.25	1	1	32	<=0.125	4	4	<=0.015	2	<=4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	329	enterica	6,7,14	C1	g,m,[p],s	e,n,z15	Mbandaka	I 6,7:g,m:e,n,[x],z15	Mbandaka	Match	SRR2567186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	-	-	-	-	0	-	-	-	-	0	-	0	0	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 4 mg/L	-	-	== 1 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	== 1 mg/L	-	-	-	-	-	== 2 mg/L	-	-	-	-	== 16 mg/L	-	== 32 mg/L	<= 4 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN03988215	SRR2407535	SRR2407535	SAMN03988215	SRR2407535	CVM N52008	N52008	2014	United States	California	Pork Chop	Salmonella	enterica	I	Infantis	Prepared food product	Porcine	Sus scrofa	pork chop	<=1	<=1	4	<=0.25	1	0.5	<=16	<=0.125	4	4	<=0.015	2	<=4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	328	enterica	6,7,14	C1	r	1,5	Infantis	Infantis|Senegal	Infantis	Match	SRR2407535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	-	-	-	-	0	-	-	-	-	0	-	0	0	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 4 mg/L	-	-	== 1 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	== 0.5 mg/L	-	-	-	-	-	== 2 mg/L	-	-	-	-	== 16 mg/L	-	<= 16 mg/L	<= 4 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN03988259	SRR2407579	SRR2407579	SAMN03988259	SRR2407579	CVM N52058	N52058	2014	United States	Tennessee	Chicken Breast	Salmonella	enterica	IIIa	IIIa 40:z4,z23:-	Prepared food product	Poultry	Gallus gallus	chicken breast	<=1	<=1	2	<=0.25	0.5	<=0.25	<=16	<=0.125	4	4	<=0.015	2	<=4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	238	arizonae	40	R	z4,z23	-	IIIa 40:z4,z23:-	IIIa 40:z4,z23:-	IIIa 40:z4,z23:-	Match	SRR2407579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	-	-	-	-	0	-	-	-	-	0	-	0	0	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 2 mg/L	-	-	== 0.5 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	<= 0.25 mg/L	-	-	-	-	-	== 2 mg/L	-	-	-	-	<= 2 mg/L	-	<= 16 mg/L	<= 4 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN03988465	SRR2407785	SRR2407785	SAMN03988465	SRR2407785	CVM N55385	N55385	2014	United States	Pennsylvania	Ground Turkey	Salmonella	enterica	I	Brandenburg	Prepared food product	Poultry	Meleagris gallopavo	ground turkey	<=1	<=1	2	<=0.25	0.5	<=0.25	<=16	<=0.125	4	4	<=0.015	2	<=4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	328	enterica	4,[5],12	B	l,v	e,n,z15	Brandenburg	Brandenburg	Brandenburg	Match	SRR2407785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	-	-	-	-	0	-	-	-	-	0	-	0	0	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 2 mg/L	-	-	== 0.5 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	<= 0.25 mg/L	-	-	-	-	-	== 2 mg/L	-	-	-	-	== 8 mg/L	-	<= 16 mg/L	<= 4 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN03988251	SRR2407571	SRR2407571	SAMN03988251	SRR2407571	CVM N52050	N52050	2014	United States	Pennsylvania	Chicken Breast	Salmonella	enterica	I	Typhimurium	Prepared food product	Poultry	Gallus gallus	chicken breast	<=1	<=1	2	<=0.25	1	<=0.25	<=16	<=0.125	4	4	<=0.015	2	<=4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	327	enterica	1,4,[5],12	B	i	1,2	Typhimurium	Typhimurium	Typhimurium	Match	SRR2407571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	-	-	-	-	0	-	-	-	-	0	-	0	0	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 2 mg/L	-	-	== 1 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	<= 0.25 mg/L	-	-	-	-	-	== 2 mg/L	-	-	-	-	== 8 mg/L	-	<= 16 mg/L	<= 4 mg/L	-	-	<= 0.12/2.38 mg/L
